1,1,1,10.321052,43.684678
1,2,1,10.394690,43.505270
1,3,1,10.531090,43.926937
1,4,1,10.715017,43.051282
1,5,1,10.055368,43.995575
1,6,1,10.977623,43.601406
1,7,1,10.082120,43.268883
1,8,1,10.628647,43.252462
1,9,1,10.826668,43.152809
1,10,1,10.575752,43.739656
2,1,1,10.323587,43.680555
2,2,1,10.390314,43.502560
2,3,1,10.529022,43.928692
2,4,1,10.710709,43.047896
2,5,1,10.052081,43.999985
2,6,1,10.974567,43.606332
2,7,1,10.081031,43.273870
2,8,1,10.625402,43.247506
2,9,1,10.824645,43.154973
2,10,1,10.571535,43.735604
3,1,1,10.326248,43.676985
3,2,1,10.386155,43.498961
3,3,1,10.526061,43.932960
3,4,1,10.707033,43.043363
3,5,1,10.049470,44.000000
3,6,1,10.969744,43.609959
3,7,1,10.079502,43.277800
3,8,1,10.624401,43.243951
3,9,1,10.828699,43.157138
3,10,1,10.570086,43.733871
4,1,1,10.330503,43.672865
4,2,1,10.381820,43.494000
4,3,1,10.523466,43.934073
4,4,1,10.704504,43.041864
4,5,1,10.047077,44.000000
4,6,1,10.967733,43.614008
4,7,1,10.078139,43.279943
4,8,1,10.621154,43.239952
4,9,1,10.830425,43.158698
4,10,1,10.568911,43.731942
5,1,1,10.335497,43.667934
5,2,1,10.379397,43.492319
5,3,1,10.519076,43.931370
5,4,1,10.702406,43.038031
5,5,1,10.043059,44.000000
5,6,1,10.963885,43.618536
5,7,1,10.076786,43.283453
5,8,1,10.616626,43.238475
5,9,1,10.829270,43.153719
5,10,1,10.567061,43.728140
6,1,1,10.340124,43.665709
6,2,1,10.374676,43.490132
6,3,1,10.517719,43.926447
6,4,1,10.704904,43.033435
6,5,1,10.041882,44.000000
6,6,1,10.960831,43.620265
6,7,1,10.073240,43.285629
6,8,1,10.612190,43.233599
6,9,1,10.824537,43.151488
6,10,1,10.562804,43.724733
7,1,1,10.342896,43.660978
7,2,1,10.370765,43.486367
7,3,1,10.513514,43.923282
7,4,1,10.709363,43.032364
7,5,1,10.037889,44.000000
7,6,1,10.957478,43.624943
7,7,1,10.069345,43.287723
7,8,1,10.617087,43.237929
7,9,1,10.819824,43.149964
7,10,1,10.558251,43.722134
8,1,1,10.346975,43.657626
8,2,1,10.366974,43.484461
8,3,1,10.508950,43.921634
8,4,1,10.711172,43.028283
8,5,1,10.036420,44.000000
8,6,1,10.954132,43.628065
8,7,1,10.068075,43.292502
8,8,1,10.619713,43.239496
8,9,1,10.815633,43.146334
8,10,1,10.555338,43.720575
9,1,1,10.348355,43.655470
9,2,1,10.364388,43.481780
9,3,1,10.507529,43.917872
9,4,1,10.712706,43.026264
9,5,1,10.031931,44.000000
9,6,1,10.951844,43.630316
9,7,1,10.064032,43.296222
